Hardin: "Big Horn County Museum | the Little Bighorn College | the jail | the old courthouse | County courthouse"
Augusta: "the University of Maine at Augusta | the old courthouse | the jail | the Maine State Museum | the Waterville Opera House"
Sault Ste. Marie: "Lake Superior State University | the old courthouse | the jail | the River of History Museum | the Kewadin Casino"
Sitka: "the University of Alaska Southeast Sitka Campus | the old courthouse | the jail | the Sitka National Historical Park | the Harrigan Centennial Hall"
Cottica: "Central square | the old depot | Town hall | Market area | Interior region"
Mexicali: "the Autonomous University of Baja California | the old courthouse | Central Plaza | the State Center for the Arts | the Regional Museum"
La Paz: "the Autonomous University of Baja California Sur | the old courthouse | Central Plaza | the Regional Museum of Anthropology | the Carlos Amador Theatre"
Torreon: "the Autonomous University of Coahuila | the old courthouse | Central Plaza | the Arocena Museum | the Nazas Theatre"
Culiacan: "the Autonomous University of Sinaloa | the old courthouse | Central Plaza | the Sinaloa Art Museum | the Pablo de Villavicencio Theatre"
Nogales: "Central Plaza | the old depot | Town hall | Market area | Border city"
Hermosillo: "the University of Sonora | the old courthouse | Central Plaza | the Sonora Museum | the Dr. Alvaro Obregón Cultural Centre"
Guaymas: "Central Plaza | the old depot | Town hall | Market area | Port city"
San Luis Potosi: "the Autonomous University of San Luis Potosí | the old courthouse | Central Plaza | the National Museum of the Mask | the Tangamanga Cultural Centre"
Matamoros: "the Autonomous University of Tamaulipas | the old courthouse | Central Plaza | the Casa Mata Museum | the Olimpico Theatre"
Nuevo Laredo: "Central Plaza | the old depot | Town hall | Market area | Border city"
Colima: "the University of Colima | the old courthouse | Central Plaza | the Regional History Museum | the Hidalgo Theatre"
Campeche: "the Autonomous University of Campeche | the old courthouse | Central Plaza | the Campeche Museum | UNESCO World Heritage site"
Oaxaca: "the Autonomous University of Benito Juárez of Oaxaca | the old courthouse | Central Plaza | the Rufino Tamayo Museum | UNESCO World Heritage site"
Leon: "the University of Guanajuato | the old courthouse | Central Plaza | the Leon Museum | the Bicentennial Theatre"
Santiago de Cuba: "the University of Santiago de Cuba | the old courthouse | the jail | the Antonio Maceo Museum | the Dolores Concert Hall"
Santiago: "the University of Santiago de Cuba | the old courthouse | the jail | the Frank País Museum | the José María Heredia Theatre"
Thompson: "the University College of the North | the old courthouse | the jail | the Heritage North Museum | the R.D. Parker Collegiate"
Brandon: "Brandon University | the old courthouse | the jail | the Art Gallery of Southwestern Manitoba | the Western Manitoba Centennial Auditorium"
Fort Smith: "Aurora College | the old courthouse | the jail | the Northern Life Museum | the Thebacha Campus"
Fort McMurray: "Keyano College | the old courthouse | the jail | the Oil Sands Discovery Centre | the Suncor Community Leisure Centre"
Peace River: "Grande Prairie Regional College Peace River Campus | the old courthouse | the jail | the Peace River Museum | the Baytex Energy Centre"
Fort St. John: "Northern Lights College | the old courthouse | the jail | the North Peace Museum | the Pomeroy Sport Centre"
Iqaluit: "the University of Prince Edward Island Nunavut Campus | the old courthouse | the jail | the Nunatta Sunakkutaangit Museum | the Astro Hill Complex"
Cambridge Bay: "Central area | the old depot | the homeless shelter | Traditional buildings | Northwest Passage hub"
Kugluktuk: "Central area | the old depot | the homeless shelter | Traditional buildings | Coppermine area"
Chesterfield Inlet: "Central area | the old depot | the homeless shelter | Traditional buildings | Baker Lake region"
Arviat: "Central area | the old depot | the homeless shelter | Traditional buildings | Hudson Bay coast"
Taloyoak: "Central area | the old depot | the homeless shelter | Traditional buildings | Boothia Peninsula"
Igloolik: "Central area | the old depot | the homeless shelter | Traditional buildings | Foxe Basin"
Dawson City: "the Dawson City Museum | the old courthouse | the jail | Yukon College | the Palace Grand Theatre"
Timmins: "the Timmins Museum | the old courthouse | the jail | Northern College | the McIntyre Arena"
North Bay: "Nipissing University | the old courthouse | the jail | the North Bay Museum | the Capitol Centre"
Kuujjuarapik: "Central area | the old depot | the homeless shelter | Traditional buildings | Hudson Bay coast"
Kuujjuaq: "Central area | the old depot | the homeless shelter | Traditional buildings | Nunavik administrative center"
Sydney: "Cape Breton University | the old courthouse | the jail | the Joan Harriss Cruise Pavilion | the Centre 200"
Labrador City: "the College of the North Atlantic | the old courthouse | the jail | the Labrador City Arena | the Gateway Plaza"
Bridgetown: "the University of the West Indies Cave Hill Campus | the old courthouse | the jail | the Queen's Park | the Frank Collymore Hall"
Kingstown: "the University of the West Indies Open Campus | the old courthouse | the jail | the Botanic Gardens | the Peace Memorial Hall"
Castries: "the University of the West Indies Open Campus | the old courthouse | the jail | the Derek Walcott Square | the Cultural Centre"
Basseterre: "the University of the West Indies Open Campus | the old courthouse | the jail | the Independence Square | the Warner Park"
Saint George's: "St. George's University | the old courthouse | the jail | the Grenada National Museum | the Marryshow Folk Theatre"
Helena: "Carroll College | the old courthouse | the jail | the Montana Historical Society Museum | the Myrna Loy Center"
Bismarck: "the University of Mary | the old courthouse | the jail | the North Dakota Heritage Center | the Belle Mehus Auditorium"
Boise: "Boise State University | the old courthouse | the jail | the Boise Art Museum | the Morrison Center for the Performing Arts"
San Jose: "San Jose State University | the old courthouse | the jail | the San Jose Museum of Art | the California Theatre"
Sacramento: "California State University Sacramento | the old courthouse | the jail | the Crocker Art Museum | the Community Center Theatre"
Las Vegas: "the University of Nevada Las Vegas | the old courthouse | the jail | the Neon Museum | the Smith Center for the Performing Arts"
Santa Fe: "the College of Santa Fe | the old courthouse | the jail | the Georgia O'Keeffe Museum | the Santa Fe Opera"
Portland: "Portland State University | the old courthouse | the jail | the Portland Art Museum | the Keller Auditorium"
Salt Lake City: "the University of Utah | the old courthouse | the jail | the Utah Museum of Fine Arts | the Eccles Theater"
Cheyenne: "the University of Wyoming Outreach School | the old courthouse | the jail | the Cheyenne Frontier Days Old West Museum | the Cheyenne Civic Center"
Des Moines: "Drake University | the old courthouse | the jail | the Des Moines Art Center | the Civic Center of Greater Des Moines"
Omaha: "the University of Nebraska at Omaha | the old courthouse | the jail | the Joslyn Art Museum | the Orpheum Theater"
Oklahoma City: "the University of Oklahoma Health Sciences Center | the old courthouse | the jail | the Oklahoma City Museum of Art | the Civic Center Music Hall"
Pierre: "the University of South Dakota Pierre | the old courthouse | the jail | the South Dakota Discovery Center | the Riggs Theatre"
San Antonio: "the University of Texas at San Antonio | the old courthouse | the jail | the San Antonio Museum of Art | the Majestic Theatre"
Jackson: "Jackson State University | the old courthouse | the jail | the Mississippi Museum of Art | the Thalia Mara Hall"
Raleigh: "North Carolina State University | the old courthouse | the jail | the North Carolina Museum of Art | the Red Hat Amphitheater"
Cleveland: "Case Western Reserve University | the old courthouse | the jail | the Cleveland Museum of Art | the Playhouse Square"
Cincinnati: "the University of Cincinnati | the old courthouse | the jail | the Cincinnati Art Museum | the Music Hall"
Nashville: "Vanderbilt University | the old courthouse | the jail | the Country Music Hall of Fame | the Ryman Auditorium"
Memphis: "the University of Memphis | the old courthouse | the jail | the National Civil Rights Museum | the Orpheum Theatre"
Norfolk: "Old Dominion University | the old courthouse | the jail | the Chrysler Museum of Art | the Norfolk Scope"
Milwaukee: "the University of Wisconsin-Milwaukee | the old courthouse | the jail | the Milwaukee Art Museum | the Marcus Center for the Performing Arts"
Buffalo: "the University at Buffalo | the old courthouse | the jail | the Albright-Knox Art Gallery | the Shea's Performing Arts Center"
Pittsburgh: "the University of Pittsburgh | the old courthouse | the jail | the Carnegie Museums | the Heinz Hall"
Kodiak: "the University of Alaska Anchorage Kodiak Campus | the old courthouse | the jail | the Kodiak History Museum | the Kodiak Arts Council"
Cold Bay: "Central area | the old depot | the homeless shelter | Traditional buildings | Aleutian Peninsula"
Bethel: "the University of Alaska Fairbanks Kuskokwim Campus | the old courthouse | the jail | the Yupiit Piciryarait Cultural Center | the Bethel Community Center"
Point Hope: "Central area | the old depot | the homeless shelter | Traditional buildings | Northernmost Inupiat village"
Barrow: "Ilisagvik College | the old courthouse | the jail | the Inupiat Heritage Center | the Barrow Arctic Science Consortium"
Nome: "the University of Alaska Fairbanks Northwest Campus | the old courthouse | the jail | the Carrie M. McLain Memorial Museum | the Nome Community Center"
Valdez: "the Valdez Museum | the old courthouse | the jail | Prince William Sound Community College | the Valdez Convention & Civic Center"
Juneau: "the University of Alaska Southeast | the old courthouse | the jail | the Alaska State Museum | the Perseverance Theatre"
Fairbanks: "the University of Alaska Fairbanks | the old courthouse | the jail | the Museum of the North | the Carlson Center"
Prudhoe Bay: "Central area | Industrial facilities | Research stations | Oil industry infrastructure | Arctic research"
Port-au-Prince: "the University of Haiti | the old courthouse | the jail | the National Museum of Haiti | the Rex Theatre"
Paramaribo: "the University of Suriname | the old courthouse | the jail | the Suriname Museum | UNESCO World Heritage site"
Tijuana: "the Autonomous University of Baja California | the old courthouse | Central Plaza | the Cultural Center | the Tijuana Country Club"
Chihuahua: "the Autonomous University of Chihuahua | the old courthouse | Central Plaza | the Museum of the Revolution | the Government Palace"
Mazatlan: "the Autonomous University of Sinaloa | the old courthouse | Central Plaza | the Angela Peralta Theatre | the Historic Center"
Tampico: "the Autonomous University of Tamaulipas | the old courthouse | Central Plaza | the Metropolitan Museum | the Tampico Cultural Center"
Acapulco: "the Autonomous University of Guerrero | the old courthouse | Central Plaza | Fort San Diego | the Acapulco Convention Center"
Veracruz: "the University of Veracruz | the old courthouse | Central Plaza | the San Juan de Ulúa fortress | the Agustín Lara House Museum"
Tuxtla Gutierrez: "the University of Sciences and Arts of Chiapas | the old courthouse | Central Plaza | the Regional Museum of Chiapas | the Teatro de la Ciudad"
Cancun: "the University of the Caribbean | the old courthouse | Central Plaza | the Maya Museum | the Cancun Convention Center"
Merida: "the Autonomous University of Yucatan | the old courthouse | Central Plaza | the Gran Museo del Mundo Maya | the José Peón Contreras Theatre"
Kingston: "the University of the West Indies | the old courthouse | Central Square | the Bob Marley Museum | the Ward Theatre"
Winnipeg: "the University of Manitoba | the old courthouse | the jail | the Winnipeg Art Gallery | the Centennial Concert Hall"
Churchill: "the Churchill Northern Studies Centre | the old courthouse | the jail | the Eskimo Museum | the Parks Canada Visitor Reception Centre"
Regina: "the University of Regina | the old courthouse | the jail | the MacKenzie Art Gallery | the Conexus Arts Centre"
Saskatoon: "the University of Saskatchewan | the old courthouse | the jail | the Mendel Art Gallery | the TCU Place"
Calgary: "the University of Calgary | the old courthouse | the jail | the Glenbow Museum | the Southern Alberta Jubilee Auditorium"
Prince Rupert: "the Museum of Northern British Columbia | the old courthouse | the jail | Northwest Community College | the Lester Centre of the Arts"
Victoria: "the University of Victoria | the old courthouse | the jail | the Royal BC Museum | the Royal Theatre"
Arctic Bay: "Central area | the old depot | the homeless shelter | Traditional buildings | Eclipse Sound"
Resolute: "Central area | the old depot | the homeless shelter | Traditional buildings | High Arctic research"
Repulse Bay: "Central area | the old depot | the homeless shelter | Traditional buildings | Naujaat community"
Yellowknife: "Aurora College | the old courthouse | the jail | the Prince of Wales Northern Heritage Centre | the Northern Arts and Cultural Centre"
Fort Good Hope: "Central area | the old depot | the homeless shelter | Traditional buildings | Mackenzie River community"
Whitehorse: "Yukon College | the old courthouse | the jail | the MacBride Museum | the Yukon Arts Centre"
Ottawa: "the University of Ottawa | the old courthouse | the jail | the National Gallery of Canada | the National Arts Centre"
Fort Severn: "Central area | the old depot | the homeless shelter | Traditional buildings | Hudson Bay lowlands"
Thunder Bay: "Lakehead University | the old courthouse | the jail | the Thunder Bay Art Gallery | the Thunder Bay Community Auditorium"
Québec: "Université Laval | the old courthouse | the jail | the Musée national des beaux-arts du Québec | the Grand Théâtre de Québec"
Halifax: "Dalhousie University | the old courthouse | the jail | the Art Gallery of Nova Scotia | the Rebecca Cohn Auditorium"
St. Johns: "Memorial University of Newfoundland | the old courthouse | the jail | the Rooms | the Arts and Culture Centre"
Nain: "Central area | the old depot | the homeless shelter | Traditional buildings | Nunatsiavut capital"
Charlottetown: "the University of Prince Edward Island | the old courthouse | the jail | the Confederation Centre of the Arts | the Charlottetown Festival"
San Juan: "the University of Puerto Rico | the old courthouse | the jail | the Museo de Arte de Puerto Rico | the Luis A. Ferré Performing Arts Center"
Hamilton: "the Bermuda College | the old courthouse | the jail | the Bermuda National Gallery | the City Hall Theatre"
Minneapolis: "the University of Minnesota | the old courthouse | the jail | the Walker Art Center | the Guthrie Theater"
Honolulu: "the University of Hawaii at Manoa | the old courthouse | the jail | the Honolulu Museum of Art | the Neal S. Blaisdell Center"
Seattle: "the University of Washington | the old courthouse | the jail | the Seattle Art Museum | the Benaroya Hall"
Phoenix: "Arizona State University | the old courthouse | the jail | the Phoenix Art Museum | the Orpheum Theatre"
San Diego: "the University of California San Diego | the old courthouse | the jail | the San Diego Museum of Art | the Civic Theatre"
St. Louis: "Washington University in St. Louis | the old courthouse | the jail | the Saint Louis Art Museum | the Powell Symphony Hall"
New Orleans: "Tulane University | the old courthouse | the jail | the New Orleans Museum of Art | the Saenger Theatre"
Dallas: "Southern Methodist University | the old courthouse | the jail | the Dallas Museum of Art | the Winspear Opera House"
Boston: "Harvard University | the old courthouse | the jail | the Museum of Fine Arts | the Boston Symphony Hall"
Tampa: "the University of South Florida | the old courthouse | the jail | the Tampa Museum of Art | the Straz Center for the Performing Arts"
Philadelphia: "the University of Pennsylvania | the old courthouse | the jail | the Philadelphia Museum of Art | the Kimmel Center"
Detroit: "Wayne State University | the old courthouse | the jail | the Detroit Institute of Arts | the Fox Theatre"
Anchorage: "the University of Alaska Anchorage | the old courthouse | the jail | the Anchorage Museum | the Alaska Center for the Performing Arts"
Guadalajara: "the University of Guadalajara | the old courthouse | Central Plaza | the Hospicio Cabañas | the Degollado Theatre"
Puebla: "the Autonomous University of Puebla | the old courthouse | Central Plaza | the Puebla Cathedral | UNESCO World Heritage site"
Havana: "the University of Havana | the old courthouse | the jail | the Museum of the Revolution | the Great Theatre of Havana"
Santo Domingo: "the Autonomous University of Santo Domingo | the old courthouse | the jail | the Alcázar de Colón | UNESCO World Heritage site"
Edmonton: "the University of Alberta | the old courthouse | the jail | the Art Gallery of Alberta | the Winspear Centre"
Montréal: "McGill University | the old courthouse | the jail | the Montreal Museum of Fine Arts | Place des Arts"
San Francisco: "the University of California San Francisco | the old courthouse | the jail | the San Francisco Museum of Modern Art | the War Memorial Opera House"
Denver: "the University of Colorado Denver | the old courthouse | the jail | the Denver Art Museum | the Denver Center for the Performing Arts"
Houston: "Rice University | the old courthouse | the jail | the Museum of Fine Arts Houston | the Wortham Theater Center"
Miami: "the University of Miami | the old courthouse | the jail | the Pérez Art Museum Miami | the Adrienne Arsht Center"
Atlanta: "Emory University | the old courthouse | the jail | the High Museum of Art | the Fox Theatre"
Chicago: "the University of Chicago | the old courthouse | the jail | the Art Institute of Chicago | the Chicago Symphony Center"
Monterrey: "the Autonomous University of Nuevo León | the old courthouse | Central Plaza | the Museum of Contemporary Art | the Macroplaza"
Vancouver: "the University of British Columbia | the old courthouse | the jail | the Vancouver Art Gallery | the Queen Elizabeth Theatre"
Toronto: "the University of Toronto | the old courthouse | the jail | the Art Gallery of Ontario | the Four Seasons Centre"
Los Angeles: "the University of California Los Angeles | the old courthouse | the jail | the Los Angeles County Museum of Art | the Walt Disney Concert Hall"
Washington: "George Washington University | the old courthouse | the jail | the Smithsonian Institution | the Kennedy Center"
New York: "Columbia University | the old courthouse | the jail | the Metropolitan Museum of Art | Lincoln Center"
Mexico City: "the National Autonomous University of Mexico | the old courthouse | Central Plaza | the National Museum of Anthropology | the Palace of Fine Arts"
